V2X,S&P 500 VRP,S&P 500 Skew,EURUSD Risk Reversal,Gold,US 10Y over 3M,GTGBP3MO Corp,Citi US Inflation Surprise Index,EU Economic Policy Uncertainty,China Economic Policy Uncertainty,EU Consumer Confidence
0.2028616526195974,-0.7918377910280622,-1.4006586454238468,0.4976792724695089,-1.4908765111832727,-0.9608714111700308,-0.46433788529209247,0.30373307382996845,-2.2015325650736686,-1.0279521965705196,2.2004246540131334
0.16523325249287474,-0.7918377910280622,-1.5448535842376574,0.4976792724695089,-1.4931075982297677,-0.9253522014005829,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
0.05133106832549711,-0.7918377910280622,-1.502704294430544,0.4976792724695089,-1.491687815563816,-1.0665627182888753,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
-0.08901269430930724,-0.7918377910280622,-1.3607277392907917,0.4976792724695089,-1.4747518366199652,-1.242426122757117,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
-0.01884081299190524,-0.7918377910280622,-1.4317160168606677,0.4976792724695089,-1.46603031452912,-1.2770790103370657,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
0.05336503589991452,-0.7918377910280622,-1.4184057148163156,0.4976792724695089,-1.4588299881517939,-1.3723744511819258,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
0.07472169543129789,-0.7918377910280622,-1.399549453586817,0.4976792724695089,-1.4634949883399206,-1.2736137215790708,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
0.048280116963870814,-0.7918377910280622,-1.3884575352165245,0.4976792724695089,-1.4680585754804794,-1.2961380985060378,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
0.0686197927080453,-0.7918377910280622,-1.430606825023638,0.4976792724695089,-1.469275532051295,-1.30133603164303,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
0.09506137117547238,-0.7918377910280622,-1.1266882616776062,0.4976792724695089,-1.4632921622447845,-1.2944054541270402,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
0.05539900347433194,-0.7918377910280622,-1.1766018943439258,0.4976792724695089,-1.465421836243712,-1.3099992535380174,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
-0.04121445631049714,-0.7918377910280622,-1.0501540249225838,0.4976792724695089,-1.4532522705355555,-1.2926728097480429,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
0.049297100751079695,-0.7918377910280622,-1.0279701881819971,0.4976792724695089,-1.4571059663431385,-1.320395119812002,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
-0.008670975119817818,-0.7918377910280622,-0.8926487840644209,0.4976792724695089,-1.458322922913954,-1.3680428402344322,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
-0.05646921311862827,-0.7918377910280622,-1.2209695678250974,0.4976792724695089,-1.4644077057680323,-1.3065339647800225,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
-0.13477696473370027,-0.7918377910280622,-1.1344526045368106,0.4976792724695089,-1.4646105318631684,-1.2978707428850351,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
-0.09409761324535094,-0.7918377910280622,-1.29750380458012,0.4976792724695089,-1.4646105318631684,-1.216436457072155,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
-0.09409761324535094,-0.7918377910280622,-1.2143144168029212,0.4976792724695089,-1.465624662338848,-1.2502230224626052,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
-0.10426745111743836,-0.7918377910280622,-1.2919578453949736,0.4976792724695089,-1.4706953147172466,-1.1956447245241857,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
-0.082910791586055,-0.7918377910280622,-1.4871756087121335,0.4976792724695089,-1.468971292908591,-1.2311639342936334,-0.46433788529209247,1.277221417936398,-1.0368838116763859,-0.709052154539576,2.2004246540131334
